Joshua Project People Group Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROG3,Ctry,PeopleID3,ROP3,PeopNameAcrossCountries,PeopNameInCountry,Population,JPScale,LeastReached,ROL3,PrimaryLanguageName,BibleStatus,RLG3,PrimaryReligion,PercentAdherents,PercentEvangelical,PeopleID1,ROP1,AffinityBloc,PeopleID2,ROP2,PeopleCluster,CountOfCountries,RegionCode,RegionName,ROG2,Continent,10_40Window,IndigenousCode,WorkersNeeded,Frontier,Latitude,Longitude
MY,Malaysia,10144,100036,Acehnese,Acehnese,90000,1,Y,zlm,Malay,5,6,Islam,0,0,17,A008,Malay Peoples,101,C0002,Aceh of Sumatra,2,2,"Asia, Southeast",ASI,Asia,Y,N,2,Y,3.03442,101.600946
BT,Bhutan,18386,113979,Adi,Adi,2800,1,Y,adi,Adi,5,9,Unknown,0,0,21,A012,South Asian Peoples,103,C0004,Adi,3,4,"Asia, South",ASI,Asia,Y,N,1,Y,27.03247,90.188702
CH,China,18386,113979,Adi,Adi,1200,1,Y,adi,Adi,5,4,Ethnic Religions,0,0,21,A012,South Asian Peoples,103,C0004,Adi,3,3,"Asia, Northeast",ASI,Asia,Y,Y,1,Y,28.48266313,92.54264971
CE,Sri Lanka,16162,111264,Adi Andhra,Adi Andhra,800,1,Y,tel,Telugu,5,5,Hinduism,0,0,21,A012,South Asian Peoples,412,A012,South Asia Dalit - other,2,4,"Asia, South",ASI,Asia,Y,Y,1,Y,7.061580266,81.04474687
IN,India,16164,111266,Adi Dravida,Adi Dravida,10144000,1,Y,tam,Tamil,5,5,Hinduism,0.095,,21,A012,South Asian Peoples,412,A012,South Asia Dalit - other,1,4,"Asia, South",ASI,Asia,Y,Y,203,Y,12.25087843,79.6162605
CH,China,17939,113427,Adi Ramo,Adi Ramo,200,1,Y,adi,Adi,5,2,Buddhism,0,0,21,A012,South Asian Peoples,103,C0004,Adi,2,3,"Asia, Northeast",ASI,Asia,Y,N,1,Y,29.4,94.34
NP,Nepal,20054,115688,Adibasi Janajati,Adibasi Janajati,1300,1,Y,npi,Nepali,5,5,Hinduism,0,0,21,A012,South Asian Peoples,442,A012,South Asia Hindu - other,1,4,"Asia, South",ASI,Asia,Y,Y,1,Y,28.92525321,80.75281816
CH,China,18387,113980,Adu,Adu,8200,1,Y,cmn,"Chinese, Mandarin",5,7,Non-Religious,0,0,23,A014,Tibetan-Himalayan Peoples,317,C0229,"Tibeto-Burman, other",1,3,"Asia, Northeast",ASI,Asia,Y,Y,1,Y,25.93135964,106.2842277
EG,Egypt,10161,100079,Adyghe,Adyghe,15000,1,Y,ady,Adyghe,4,6,Islam,0.1,0,12,A003,Eurasian Peoples,157,C0061,Caucasus,11,6,"Africa, North and Middle East",AFR,Africa,Y,N,1,Y,30.015129,31.253906
GM,Germany,10161,100079,Adyghe,Adyghe,2100,1,Y,ady,Adyghe,4,6,Islam,0.07,0.05,12,A003,Eurasian Peoples,157,C0061,Caucasus,11,10,"Europe, Western",EUR,Europe,N,N,1,Y,52.497842,13.428073
IZ,Iraq,10161,100079,Adyghe,Adyghe,45000,1,Y,ady,Adyghe,4,6,Islam,0.02,0.01,12,A003,Eurasian Peoples,157,C0061,Caucasus,11,6,"Africa, North and Middle East",ASI,Asia,Y,N,1,Y,34.36674,45.01019
IS,Israel,10161,100079,Adyghe,Adyghe,4200,1,Y,ady,Adyghe,4,6,Islam,0.05,0.02,12,A003,Eurasian Peoples,157,C0061,Caucasus,11,6,"Africa, North and Middle East",ASI,Asia,Y,N,1,Y,32.69226,35.49547
JO,Jordan,10161,100079,Adyghe,Adyghe,103000,1,Y,ady,Adyghe,4,6,Islam,0.02,0.02,12,A003,Eurasian Peoples,157,C0061,Caucasus,11,6,"Africa, North and Middle East",ASI,Asia,Y,N,2,Y,32.30991,36.30381
RI,Serbia,10161,100079,Adyghe,Adyghe,2100,1,Y,ady,Adyghe,4,6,Islam,0,0,12,A003,Eurasian Peoples,157,C0061,Caucasus,11,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,1,Y,44.791215,20.495112
TU,Türkiye (Turkey),10161,100079,Adyghe,Adyghe,359000,1,Y,ady,Adyghe,4,6,Islam,0,0,12,A003,Eurasian Peoples,157,C0061,Caucasus,11,5,"Asia, Central",ASI,Asia,Y,N,7,Y,38.666601,35.508127
US,United States,10161,100079,Adyghe,Adyghe,9300,1,Y,ady,Adyghe,4,6,Islam,0,0,12,A003,Eurasian Peoples,157,C0061,Caucasus,11,12,"America, North and Caribbean",NAR,North America,N,N,1,Y,43.05844926,-76.14570739
RS,Russia,10161,100079,Adyghe,"Adyghe, West Circassian",111000,1,Y,ady,Adyghe,4,6,Islam,0.07,0.07,12,A003,Eurasian Peoples,157,C0061,Caucasus,11,9,"Europe, Eastern and Eurasia",ASI,Asia,N,Y,2,Y,44.59471864,40.11391736
DJ,Djibouti,11486,102419,Afar,Afar,334000,1,Y,aar,Afar,5,6,Islam,0.03,0.008,13,A004,Horn of Africa Peoples,104,C0005,Afar,3,7,"Africa, East and Southern",AFR,Africa,Y,Y,7,Y,11.80625,42.52214
PK,Pakistan,19475,115237,Afghan Pawinda,Afghan Pawinda,1800,1,Y,pst,"Pashto, Central",0,6,Islam,0,0,21,A012,South Asian Peoples,462,A012,South Asia Muslim - other,1,4,"Asia, South",ASI,Asia,Y,N,1,Y,33.70589958,70.31291043
AF,Afghanistan,14372,107989,"Afghan, Tajik","Afghan, Tajik",11670000,1,Y,prs,Dari,5,6,Islam,0.01,0.01,14,A005,Persian-Median,299,C0211,Tajik,4,5,"Asia, Central",ASI,Asia,Y,Y,233,Y,31.15621,62.14612
IR,Iran,14372,107989,"Afghan, Tajik","Afghan, Tajik",425000,1,Y,prs,Dari,5,6,Islam,0.01,0.01,14,A005,Persian-Median,299,C0211,Tajik,4,5,"Asia, Central",ASI,Asia,Y,N,8,Y,31.043472,61.493783
KZ,Kazakhstan,14372,107989,"Afghan, Tajik","Afghan, Tajik",800,1,Y,prs,Dari,5,6,Islam,0,0,14,A005,Persian-Median,299,C0211,Tajik,4,5,"Asia, Central",ASI,Asia,Y,N,1,Y,45,76
UP,Ukraine,14372,107989,"Afghan, Tajik","Afghan, Tajik",900,1,Y,prs,Dari,5,6,Islam,0,0,14,A005,Persian-Median,299,C0211,Tajik,4,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,1,Y,50.42,30.54
AS,Australia,19314,115238,"Afghani, general","Afghani, general",33000,1,Y,prs,Dari,5,6,Islam,0,0,21,A012,South Asian Peoples,463,A012,South Asia Muslim - Pashtun,12,1,Australia and Pacific,AUS,Australia,N,N,1,Y,-37.807867,144.951575
AU,Austria,19314,115238,"Afghani, general","Afghani, general",44000,1,Y,prs,Dari,5,6,Islam,0,0,21,A012,South Asian Peoples,463,A012,South Asia Muslim - Pashtun,12,10,"Europe, Western",EUR,Europe,N,N,1,Y,48.282744,16.21958
BE,Belgium,19314,115238,"Afghani, general","Afghani, general",26000,1,Y,prs,Dari,5,6,Islam,0,0,21,A012,South Asian Peoples,463,A012,South Asia Muslim - Pashtun,12,10,"Europe, Western",EUR,Europe,N,N,1,Y,51.2,4.55
CA,Canada,19314,115238,"Afghani, general","Afghani, general",60000,1,Y,prs,Dari,5,6,Islam,0,0,21,A012,South Asian Peoples,463,A012,South Asia Muslim - Pashtun,12,12,"America, North and Caribbean",NAR,North America,N,N,1,Y,43.7834,-79.288
DA,Denmark,19314,115238,"Afghani, general","Afghani, general",20000,1,Y,prs,Dari,5,6,Islam,0,0,21,A012,South Asian Peoples,463,A012,South Asia Muslim - Pashtun,12,10,"Europe, Western",EUR,Europe,N,N,1,Y,55.722454,12.464524
GM,Germany,19314,115238,"Afghani, general","Afghani, general",295000,1,Y,prs,Dari,5,6,Islam,0.04,0.03,21,A012,South Asian Peoples,463,A012,South Asia Muslim - Pashtun,12,10,"Europe, Western",EUR,Europe,N,N,6,Y,50.644,9.165
NL,Netherlands,19314,115238,"Afghani, general","Afghani, general",53000,1,Y,prs,Dari,5,6,Islam,0,0,21,A012,South Asian Peoples,463,A012,South Asia Muslim - Pashtun,12,10,"Europe, Western",EUR,Europe,N,N,1,Y,52.307,4.767
NZ,New Zealand,19314,115238,"Afghani, general","Afghani, general",3900,1,Y,prs,Dari,5,6,Islam,0,0,21,A012,South Asian Peoples,463,A012,South Asia Muslim - Pashtun,12,1,Australia and Pacific,SOP,Oceania,N,N,1,Y,-36.872571,174.753984
SZ,Switzerland,19314,115238,"Afghani, general","Afghani, general",19000,1,Y,prs,Dari,5,6,Islam,0,0,21,A012,South Asian Peoples,463,A012,South Asia Muslim - Pashtun,12,10,"Europe, Western",EUR,Europe,N,N,1,Y,46.936,7.432
TU,Türkiye (Turkey),19314,115238,"Afghani, general","Afghani, general",185000,1,Y,prs,Dari,5,6,Islam,0,0,21,A012,South Asian Peoples,463,A012,South Asia Muslim - Pashtun,12,5,"Asia, Central",ASI,Asia,Y,N,4,Y,41.008,28.978
US,United States,19314,115238,"Afghani, general","Afghani, general",102000,1,Y,prs,Dari,5,6,Islam,0,0,21,A012,South Asian Peoples,463,A012,South Asia Muslim - Pashtun,12,12,"America, North and Caribbean",NAR,North America,N,N,2,Y,37.756624,-122.168033
SU,Sudan,10167,100090,Afitti,"Afitti, Ditti",5500,1,Y,aft,Afitti,2,6,Islam,0,0,22,A013,Sub-Saharan Peoples,249,C0157,Nubian,1,7,"Africa, East and Southern",AFR,Africa,Y,Y,1,Y,12.43159,30.76247
AF,Afghanistan,19409,100096,Afshari,Afshari,16000,1,Y,azb,"Azerbaijani, South",5,6,Islam,0.039,0.039,24,A015,Turkic Peoples,126,C0028,Azerbaijani,2,5,"Asia, Central",ASI,Asia,Y,N,1,Y,34.44796,69.28976
IR,Iran,19409,100096,Afshari,Afshari,401000,1,Y,azb,"Azerbaijani, South",5,6,Islam,0,0,24,A015,Turkic Peoples,126,C0028,Azerbaijani,2,5,"Asia, Central",ASI,Asia,Y,Y,8,Y,36.665654,48.73373
IN,India,21311,118143,Agamudaiyan Mukkulattar,Agamudaiyan Mukkulattar,2500,1,Y,tam,Tamil,5,5,Hinduism,0,0,21,A012,South Asian Peoples,442,A012,South Asia Hindu - other,1,4,"Asia, South",ASI,Asia,Y,Y,1,Y,12.69015146,79.98426888
IN,India,16175,111277,Agariya (Muslim traditions),Agariya (Muslim traditions),18000,1,Y,urd,Urdu,5,6,Islam,0,0,21,A012,South Asian Peoples,462,A012,South Asia Muslim - other,2,4,"Asia, South",ASI,Asia,Y,Y,1,Y,26.60862346,82.06333678
PK,Pakistan,16175,111277,Agariya (Muslim traditions),Agariya (Muslim traditions),1700,1,Y,snd,Sindhi,5,6,Islam,0,0,21,A012,South Asian Peoples,462,A012,South Asia Muslim - other,2,4,"Asia, South",ASI,Asia,Y,Y,1,Y,26.01067993,69.23648767
IN,India,16176,111278,Agaru,Agaru,1900,1,Y,tel,Telugu,5,5,Hinduism,0,0,21,A012,South Asian Peoples,442,A012,South Asia Hindu - other,1,4,"Asia, South",ASI,Asia,Y,Y,1,Y,19.7595549,84.82748865
IN,India,19163,111279,Ager (Hindu traditions),Ager (Hindu traditions),17000,1,Y,kan,Kannada,5,5,Hinduism,0,0,21,A012,South Asian Peoples,412,A012,South Asia Dalit - other,2,4,"Asia, South",ASI,Asia,Y,Y,1,Y,15.01210621,74.8342039
PK,Pakistan,19163,111279,Ager (Hindu traditions),Ager (Hindu traditions),1300,1,Y,snd,Sindhi,5,5,Hinduism,0,0,21,A012,South Asian Peoples,412,A012,South Asia Dalit - other,2,4,"Asia, South",ASI,Asia,Y,Y,1,Y,24.77378,70.13657
PK,Pakistan,19476,115240,Ager (Muslim traditions),Ager (Muslim traditions),8900,1,Y,snd,Sindhi,5,6,Islam,0,0,21,A012,South Asian Peoples,462,A012,South Asia Muslim - other,1,4,"Asia, South",ASI,Asia,Y,Y,1,Y,25.49844414,68.51229462
IN,India,16178,111282,Aghori,Aghori,82000,1,Y,hin,Hindi,5,5,Hinduism,0,0,21,A012,South Asian Peoples,442,A012,South Asia Hindu - other,1,4,"Asia, South",ASI,Asia,Y,Y,2,Y,26.66043641,79.13546097
RS,Russia,10184,100126,Aghul,Aghul,35000,1,Y,agx,Aghul,3,6,Islam,0.002,0.002,12,A003,Eurasian Peoples,157,C0061,Caucasus,1,9,"Europe, Eastern and Eurasia",ASI,Asia,N,Y,1,Y,41.93085,47.55402
IN,India,16180,111284,Agri,Agri,519000,1,Y,mar,Marathi,5,5,Hinduism,0,0,21,A012,South Asian Peoples,442,A012,South Asia Hindu - other,1,4,"Asia, South",ASI,Asia,Y,Y,10,Y,19.61662553,73.48501208
BG,Bangladesh,16182,111287,Aguri,Aguri,2600,1,Y,ben,Bengali,5,5,Hinduism,0,0,21,A012,South Asian Peoples,442,A012,South Asia Hindu - other,2,4,"Asia, South",ASI,Asia,Y,Y,1,Y,25.86736673,88.84661027
IN,India,16184,111289,Ahar,Ahar,1719000,1,Y,hin,Hindi,5,5,Hinduism,0,0,21,A012,South Asian Peoples,442,A012,South Asia Hindu - other,2,4,"Asia, South",ASI,Asia,Y,Y,34,Y,28.83035932,79.66381356
NP,Nepal,16184,111289,Ahar,Ahar,2400,1,Y,awa,Awadhi,5,5,Hinduism,0,0,21,A012,South Asian Peoples,442,A012,South Asia Hindu - other,2,4,"Asia, South",ASI,Asia,Y,Y,1,Y,27.90146116,83.0906559
IN,India,16186,111291,Aheria,Aheria,199000,1,Y,hin,Hindi,5,5,Hinduism,0,0,21,A012,South Asian Peoples,442,A012,South Asia Hindu - other,1,4,"Asia, South",ASI,Asia,Y,Y,4,Y,28.36460732,78.69854094
TH,Thailand,13129,105894,Aheu Luang,Aheu Luang,1600,1,Y,thm,Aheu,1,2,Buddhism,0,0,20,A011,Southeast Asian Peoples,239,C0147,Mon-Khmer,2,2,"Asia, Southeast",ASI,Asia,Y,Y,1,Y,17.29381,103.44555
BG,Bangladesh,19477,100142,Ahmadi,Ahmadi,3200,1,Y,ben,Bengali,5,6,Islam,0,0,21,A012,South Asian Peoples,462,A012,South Asia Muslim - other,3,4,"Asia, South",ASI,Asia,Y,Y,1,Y,24.34761757,90.55062673
IN,India,19477,100142,Ahmadi,Ahmadi,87000,1,Y,urd,Urdu,5,6,Islam,0,0,21,A012,South Asian Peoples,462,A012,South Asia Muslim - other,3,4,"Asia, South",ASI,Asia,Y,Y,2,Y,28.32409064,79.93469751
PK,Pakistan,19477,100142,Ahmadi,Ahmadi,97000,1,Y,pnb,"Punjabi, Western",4,6,Islam,0,0,21,A012,South Asian Peoples,462,A012,South Asia Muslim - other,3,4,"Asia, South",ASI,Asia,Y,Y,2,Y,31.37338677,74.37529497
AF,Afghanistan,21454,118270,Aimaq,Aimaq,1730000,1,Y,aiq,Aimaq,0,6,Islam,0,0,14,A005,Persian-Median,268,C0179,Persian,5,5,"Asia, Central",ASI,Asia,Y,Y,35,Y,35.00501,63.128594
IR,Iran,21454,118270,Aimaq,Aimaq,250000,1,Y,aiq,Aimaq,0,6,Islam,0,0,14,A005,Persian-Median,268,C0179,Persian,5,5,"Asia, Central",ASI,Asia,Y,Y,5,Y,36.24729,52.799751
PK,Pakistan,21454,118270,Aimaq,Aimaq,6500,1,Y,aiq,Aimaq,0,6,Islam,0,0,14,A005,Persian-Median,268,C0179,Persian,5,4,"Asia, South",ASI,Asia,Y,N,1,Y,30.16909,66.741
TI,Tajikistan,21454,118270,Aimaq,Aimaq,1100,1,Y,aiq,Aimaq,0,6,Islam,0,0,14,A005,Persian-Median,268,C0179,Persian,5,5,"Asia, Central",ASI,Asia,Y,N,1,Y,38.59,68.78
TX,Turkmenistan,21454,118270,Aimaq,Aimaq,269000,1,Y,aiq,Aimaq,0,6,Islam,0,0,14,A005,Persian-Median,268,C0179,Persian,5,5,"Asia, Central",ASI,Asia,Y,N,5,Y,37.565,61.855
CH,China,10522,100665,Ainu (China),Ainu (China),12000,1,Y,aib,Ainu (China),1,6,Islam,0,0,24,A015,Turkic Peoples,311,C0223,Ural-Siberian,1,3,"Asia, Northeast",ASI,Asia,Y,Y,1,Y,38.93020526,76.16959564
IN,India,16191,111299,Aiton (Tai Aiton),Aiton (Tai Aiton),3900,1,Y,aio,Aiton,2,2,Buddhism,0,0,21,A012,South Asian Peoples,402,A012,South Asia Buddhist,1,4,"Asia, South",ASI,Asia,Y,Y,1,Y,26.20373451,93.68543119
IN,India,16193,111301,Ajila,Ajila,3900,1,Y,mal,Malayalam,5,5,Hinduism,0,0,21,A012,South Asian Peoples,412,A012,South Asia Dalit - other,1,4,"Asia, South",ASI,Asia,Y,Y,1,Y,13.02182008,75.84954784
IN,India,16194,111302,Ajna,Ajna,49000,1,Y,hin,Hindi,5,5,Hinduism,0,0,21,A012,South Asian Peoples,442,A012,South Asia Hindu - other,1,4,"Asia, South",ASI,Asia,Y,Y,1,Y,22.85139007,76.38080955
KE,Kenya,14984,109394,"Ajuran, Somali-speaking","Ajuran, Somali-speaking",191000,1,Y,som,Somali,5,6,Islam,0.1,0.08,13,A004,Horn of Africa Peoples,287,C0198,Somali,1,7,"Africa, East and Southern",AFR,Africa,N,Y,4,Y,0.537511701,40.10205123
CH,China,18899,114852,Akeu,Akeu,11000,1,Y,aeu,Akeu,4,4,Ethnic Religions,0,0,23,A014,Tibetan-Himalayan Peoples,317,C0229,"Tibeto-Burman, other",4,3,"Asia, Northeast",ASI,Asia,Y,Y,1,Y,22.19587,101.08233
RS,Russia,10224,100187,Akhvakh,Akhvakh,6700,1,Y,akv,Akhvakh,0,6,Islam,0.029,0.029,12,A003,Eurasian Peoples,157,C0061,Caucasus,1,9,"Europe, Eastern and Eurasia",ASI,Asia,N,Y,1,Y,42.38476,46.32616
RS,Russia,20318,116039,Akkin,Akkin,103000,1,Y,che,Chechen,5,6,Islam,0.004,0.004,12,A003,Eurasian Peoples,157,C0061,Caucasus,1,9,"Europe, Eastern and Eurasia",ASI,Asia,N,Y,2,Y,41.815425,47.4245
CH,China,18389,113982,Akto Turkmen,Akto Turkmen,2900,1,Y,uig,Uyghur,5,6,Islam,0,0,24,A015,Turkic Peoples,204,C0110,Kyrgyz,1,3,"Asia, Northeast",ASI,Asia,Y,Y,1,Y,39.15338521,75.93828756
TZ,Tanzania,10242,100210,Alagwa,Alagwa,64000,1,Y,wbj,Alagwa,3,6,Islam,0.02,0.02,22,A013,Sub-Saharan Peoples,262,C0173,"Sub-Saharan African, other",1,7,"Africa, East and Southern",AFR,Africa,N,Y,1,Y,-4.72559,35.69243
ID,Indonesia,10246,100215,Alas,Alas,93000,1,Y,btz,Batak Alas-Kluet,3,6,Islam,0.01,0.005,17,A008,Malay Peoples,101,C0002,Aceh of Sumatra,1,2,"Asia, Southeast",ASI,Asia,Y,Y,2,Y,3.448097829,97.83120841
IN,India,16200,111309,Alavan,Alavan,9300,1,Y,tam,Tamil,5,5,Hinduism,0,0,21,A012,South Asian Peoples,442,A012,South Asia Hindu - other,1,4,"Asia, South",ASI,Asia,Y,Y,1,Y,8.881434946,77.37017273
IS,Israel,18805,114499,Alawite,Alawite,2200,1,Y,apc,"Arabic, Levantine",3,6,Islam,0,0,10,A001,Arab World,113,C0015,"Arab, Levant",4,6,"Africa, North and Middle East",ASI,Asia,Y,Y,1,Y,33.21268809,35.57163249
LE,Lebanon,18805,114499,Alawite,Alawite,127000,1,Y,apc,"Arabic, Levantine",3,6,Islam,0,0,10,A001,Arab World,113,C0015,"Arab, Levant",4,6,"Africa, North and Middle East",ASI,Asia,Y,Y,3,Y,34.44052694,35.85232614
SY,Syria,18805,114499,Alawite,Alawite,1674000,1,Y,apc,"Arabic, Levantine",3,6,Islam,0.021,0.021,10,A001,Arab World,113,C0015,"Arab, Levant",4,6,"Africa, North and Middle East",ASI,Asia,Y,Y,33,Y,35.552378,35.825261
TU,Türkiye (Turkey),18805,114499,Alawite,Alawite,564000,1,Y,apc,"Arabic, Levantine",3,6,Islam,0.03,0.01,10,A001,Arab World,113,C0015,"Arab, Levant",4,5,"Asia, Central",ASI,Asia,Y,Y,11,Y,37.037484,38.582409
MK,North Macedonia,21527,118333,"Albanian, Macedonian","Albanian, Macedonian",521000,1,Y,aln,"Albanian, Gheg",4,6,Islam,0,0,12,A003,Eurasian Peoples,106,C0008,Albanian,1,9,"Europe, Eastern and Eurasia",EUR,Europe,N,Y,10,Y,41.44288,20.67967
SU,Sudan,22384,119383,Alehemir,Alehemir,2000,1,Y,xtc,Katcha-Kadugli-Miri,4,6,Islam,0,0,22,A013,Sub-Saharan Peoples,248,C0156,Nuba Mountains,1,7,"Africa, East and Southern",AFR,Africa,Y,Y,1,Y,10.89,29.41
AG,Algeria,10379,100226,"Algerian, Arabic-speaking","Algerian, Arabic-speaking",33118000,1,Y,arq,"Arabic, Algerian",4,6,Islam,0.009,0.008,10,A001,Arab World,115,C0017,"Arab, Maghreb",19,6,"Africa, North and Middle East",AFR,Africa,Y,Y,662,Y,35.99742458,5.389438574
UV,Burkina Faso,10379,100226,"Algerian, Arabic-speaking","Algerian, Arabic-speaking",24000,1,Y,arq,"Arabic, Algerian",4,6,Islam,0.039,0.004,10,A001,Arab World,115,C0017,"Arab, Maghreb",19,8,"Africa, West and Central",AFR,Africa,Y,N,1,Y,14.00955399,-1.266690993
EG,Egypt,10379,100226,"Algerian, Arabic-speaking","Algerian, Arabic-speaking",2027000,1,Y,arq,"Arabic, Algerian",4,6,Islam,0.019,0.012,10,A001,Arab World,115,C0017,"Arab, Maghreb",19,6,"Africa, North and Middle East",AFR,Africa,Y,N,41,Y,30.44479,31.12589
LY,Libya,10379,100226,"Algerian, Arabic-speaking","Algerian, Arabic-speaking",295000,1,Y,arq,"Arabic, Algerian",4,6,Islam,0.1,0.03,10,A001,Arab World,115,C0017,"Arab, Maghreb",19,6,"Africa, North and Middle East",AFR,Africa,Y,N,6,Y,32.85696,13.204459
SW,Sweden,10379,100226,"Algerian, Arabic-speaking","Algerian, Arabic-speaking",2500,1,Y,arq,"Arabic, Algerian",4,6,Islam,0,0,10,A001,Arab World,115,C0017,"Arab, Maghreb",19,10,"Europe, Western",EUR,Europe,N,N,1,Y,59.358798,17.969431
TU,Türkiye (Turkey),10379,100226,"Algerian, Arabic-speaking","Algerian, Arabic-speaking",11000,1,Y,arq,"Arabic, Algerian",4,6,Islam,0,0,10,A001,Arab World,115,C0017,"Arab, Maghreb",19,5,"Asia, Central",ASI,Asia,Y,N,1,Y,39.97,33
US,United States,10379,100226,"Algerian, Arabic-speaking","Algerian, Arabic-speaking",61000,1,Y,arq,"Arabic, Algerian",4,6,Islam,0,0,10,A001,Arab World,115,C0017,"Arab, Maghreb",19,12,"America, North and Caribbean",NAR,North America,N,N,1,Y,39.03549648,-77.20185908
IN,India,16201,111310,Alia,Alia,67000,1,Y,ory,Odia,5,5,Hinduism,0,0,21,A012,South Asian Peoples,442,A012,South Asia Hindu - other,1,4,"Asia, South",ASI,Asia,Y,Y,1,Y,19.67288104,85.02828531
CH,China,18390,113983,Aling,Aling,8300,1,Y,yig,"Nasu, Wusa",4,4,Ethnic Religions,0,0,23,A014,Tibetan-Himalayan Peoples,317,C0229,"Tibeto-Burman, other",1,3,"Asia, Northeast",ASI,Asia,Y,Y,1,Y,24.93800886,103.8029445
ID,Indonesia,21463,118277,Allu,Allu,17000,1,Y,mdr,Mandar,3,6,Islam,0,0,17,A008,Malay Peoples,152,C0056,Bugi-Makassar of Sulawesi,1,2,"Asia, Southeast",ASI,Asia,Y,Y,1,Y,-3.306608,118.953039
CH,China,18886,114830,Alu,Alu,4000,1,Y,nos,"Nisu, Eastern",1,4,Ethnic Religions,0,0,23,A014,Tibetan-Himalayan Peoples,317,C0229,"Tibeto-Burman, other",3,3,"Asia, Northeast",ASI,Asia,Y,N,1,Y,23.10906,102.94476
LA,Laos,18886,114830,Alu,Alu,7500,1,Y,nsd,"Nisu, Southern",3,4,Ethnic Religions,0,0,23,A014,Tibetan-Himalayan Peoples,317,C0229,"Tibeto-Burman, other",3,2,"Asia, Southeast",ASI,Asia,Y,N,1,Y,22.2550263,101.6785864
