Joshua Project People Group Data

ROG3,Ctry,PeopleID3,ROP3,PeopNameAcrossCountries,PeopNameInCountry,Population,JPScale,LeastReached,ROL3,PrimaryLanguageName,BibleStatus,RLG3,PrimaryReligion,PercentAdherents,PercentEvangelical,PeopleID1,ROP1,AffinityBloc,PeopleID2,ROP2,PeopleCluster,CountOfCountries,RegionCode,RegionName,ROG2,Continent,10_40Window,IndigenousCode,WorkersNeeded,Frontier,Latitude,Longitude
ER,Eritrea,11486,102419,Afar,Afar,296000,1,Y,aar,Afar,5,6,Islam,0.200,0.000,13,A004,"Horn of Africa Peoples",104,C0005,Afar,3,7,"Africa, East and Southern",AFR,Africa,Y,Y,6,N,13.66698,41.69362
ET,Ethiopia,11486,102419,Afar,Afar,2155000,1,Y,aar,Afar,5,6,Islam,0.900,0.009,13,A004,"Horn of Africa Peoples",104,C0005,Afar,3,7,"Africa, East and Southern",AFR,Africa,Y,Y,43,N,11.67485,40.8552
PK,Pakistan,19475,115237,"Afghan Pawinda","Afghan Pawinda",1800,1,Y,pst,"Pashto, Central",0,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",462,A012,"South Asia Muslim - other",1,4,"Asia, South",ASI,Asia,Y,N,1,Y,33.705899576119,70.312910425577
AF,Afghanistan,14372,107989,"Afghan, Tajik","Afghan, Tajik",11670000,1,Y,prs,Dari,5,6,Islam,0.010,0.010,14,A005,Persian-Median,299,C0211,Tajik,4,5,"Asia, Central",ASI,Asia,Y,Y,233,Y,31.15621,62.14612
IR,Iran,14372,107989,"Afghan, Tajik","Afghan, Tajik",425000,1,Y,prs,Dari,5,6,Islam,0.010,0.010,14,A005,Persian-Median,299,C0211,Tajik,4,5,"Asia, Central",ASI,Asia,Y,N,8,Y,31.043472,61.493783
KZ,Kazakhstan,14372,107989,"Afghan, Tajik","Afghan, Tajik",800,1,Y,prs,Dari,5,6,Islam,0.000,0.000,14,A005,Persian-Median,299,C0211,Tajik,4,5,"Asia, Central",ASI,Asia,Y,N,1,Y,45,76
UP,Ukraine,14372,107989,"Afghan, Tajik","Afghan, Tajik",900,1,Y,prs,Dari,5,6,Islam,0.000,0.000,14,A005,Persian-Median,299,C0211,Tajik,4,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,1,Y,50.42,30.54
AS,Australia,19314,115238,"Afghani, general","Afghani, general",33000,1,Y,prs,Dari,5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",463,A012,"South Asia Muslim - Pashtun",12,1,"Australia and Pacific",AUS,Australia,N,N,1,Y,-37.807867,144.951575
AU,Austria,19314,115238,"Afghani, general","Afghani, general",44000,1,Y,prs,Dari,5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",463,A012,"South Asia Muslim - Pashtun",12,10,"Europe, Western",EUR,Europe,N,N,1,Y,48.282744,16.21958
BE,Belgium,19314,115238,"Afghani, general","Afghani, general",26000,1,Y,prs,Dari,5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",463,A012,"South Asia Muslim - Pashtun",12,10,"Europe, Western",EUR,Europe,N,N,1,Y,51.2,4.55
CA,Canada,19314,115238,"Afghani, general","Afghani, general",60000,1,Y,prs,Dari,5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",463,A012,"South Asia Muslim - Pashtun",12,12,"America, North and Caribbean",NAR,"North America",N,N,1,Y,43.7834,-79.288
DA,Denmark,19314,115238,"Afghani, general","Afghani, general",20000,1,Y,prs,Dari,5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",463,A012,"South Asia Muslim - Pashtun",12,10,"Europe, Western",EUR,Europe,N,N,1,Y,55.722454,12.464524
GM,Germany,19314,115238,"Afghani, general","Afghani, general",295000,1,Y,prs,Dari,5,6,Islam,0.040,0.030,21,A012,"South Asian Peoples",463,A012,"South Asia Muslim - Pashtun",12,10,"Europe, Western",EUR,Europe,N,N,6,Y,50.644,9.165
NL,Netherlands,19314,115238,"Afghani, general","Afghani, general",53000,1,Y,prs,Dari,5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",463,A012,"South Asia Muslim - Pashtun",12,10,"Europe, Western",EUR,Europe,N,N,1,Y,52.307,4.767
NZ,"New Zealand",19314,115238,"Afghani, general","Afghani, general",3900,1,Y,prs,Dari,5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",463,A012,"South Asia Muslim - Pashtun",12,1,"Australia and Pacific",SOP,Oceania,N,N,1,Y,-36.872571,174.753984
SZ,Switzerland,19314,115238,"Afghani, general","Afghani, general",19000,1,Y,prs,Dari,5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",463,A012,"South Asia Muslim - Pashtun",12,10,"Europe, Western",EUR,Europe,N,N,1,Y,46.936,7.432
TU,"Türkiye (Turkey)",19314,115238,"Afghani, general","Afghani, general",185000,1,Y,prs,Dari,5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",463,A012,"South Asia Muslim - Pashtun",12,5,"Asia, Central",ASI,Asia,Y,N,4,Y,41.008,28.978
UK,"United Kingdom",19314,115238,"Afghani, general","Afghani, general",78000,1,Y,prs,Dari,5,6,Islam,0.400,0.400,21,A012,"South Asian Peoples",463,A012,"South Asia Muslim - Pashtun",12,10,"Europe, Western",EUR,Europe,N,N,2,N,51.51,-0.14
US,"United States",19314,115238,"Afghani, general","Afghani, general",102000,1,Y,prs,Dari,5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",463,A012,"South Asia Muslim - Pashtun",12,12,"America, North and Caribbean",NAR,"North America",N,N,2,Y,37.756624,-122.168033
SU,Sudan,10167,100090,Afitti,"Afitti, Ditti",5500,1,Y,aft,Afitti,2,6,Islam,0.000,0.000,22,A013,"Sub-Saharan Peoples",249,C0157,Nubian,1,7,"Africa, East and Southern",AFR,Africa,Y,Y,1,Y,12.43159,30.76247
IZ,Iraq,22380,119381,Afro-Iraqi,Afro-Iraqi,1000000,1,Y,acm,"Arabic, Mesopotamian",4,6,Islam,0.600,0.300,10,A001,"Arab World",113,C0015,"Arab, Levant",1,6,"Africa, North and Middle East",ASI,Asia,Y,N,20,N,30.43,47.75
AF,Afghanistan,19409,100096,Afshari,Afshari,16000,1,Y,azb,"Azerbaijani, South",5,6,Islam,0.039,0.039,24,A015,"Turkic Peoples",126,C0028,Azerbaijani,2,5,"Asia, Central",ASI,Asia,Y,N,1,Y,34.447959999954,69.289760000024
IR,Iran,19409,100096,Afshari,Afshari,401000,1,Y,azb,"Azerbaijani, South",5,6,Islam,0.000,0.000,24,A015,"Turkic Peoples",126,C0028,Azerbaijani,2,5,"Asia, Central",ASI,Asia,Y,Y,8,Y,36.665654000332,48.733730000439
IN,India,21311,118143,"Agamudaiyan Mukkulattar","Agamudaiyan Mukkulattar",2500,1,Y,tam,Tamil,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - other",1,4,"Asia, South",ASI,Asia,Y,Y,1,Y,12.690151455931,79.984268882638
IN,India,21312,118144,"Agamudaiyan Nattaman","Agamudaiyan Nattaman",782000,1,Y,tam,Tamil,5,5,Hinduism,0.194,,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - other",2,4,"Asia, South",ASI,Asia,Y,Y,16,N,10.884500643346,78.593263629882
IN,India,16172,111274,Agamudaiyan,"Agamudaiyan unspecified",258000,1,Y,tam,Tamil,5,5,Hinduism,0.504,,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - other",2,4,"Asia, South",ASI,Asia,Y,Y,5,N,10.855101026211,78.977985001588
IN,India,16174,111276,"Agariya (Hindu traditions)","Agariya (Hindu traditions)",246000,1,Y,agi,Agariya,0,5,Hinduism,0.288,,21,A012,"South Asian Peoples",475,A012,"South Asia Tribal - other",1,4,"Asia, South",ASI,Asia,Y,Y,5,N,23.492523304357,83.358143834705
IN,India,16175,111277,"Agariya (Muslim traditions)","Agariya (Muslim traditions)",18000,1,Y,urd,Urdu,5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",462,A012,"South Asia Muslim - other",2,4,"Asia, South",ASI,Asia,Y,Y,1,Y,26.608623462381,82.063336779221
PK,Pakistan,16175,111277,"Agariya (Muslim traditions)","Agariya (Muslim traditions)",1700,1,Y,snd,Sindhi,5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",462,A012,"South Asia Muslim - other",2,4,"Asia, South",ASI,Asia,Y,Y,1,Y,26.0106799326,69.2364876738
IN,India,16176,111278,Agaru,Agaru,1900,1,Y,tel,Telugu,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - other",1,4,"Asia, South",ASI,Asia,Y,Y,1,Y,19.759554901125,84.827488648461
IN,India,19163,111279,"Ager (Hindu traditions)","Ager (Hindu traditions)",17000,1,Y,kan,Kannada,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",412,A012,"South Asia Dalit - other",2,4,"Asia, South",ASI,Asia,Y,Y,1,Y,15.012106209228,74.834203904264
PK,Pakistan,19163,111279,"Ager (Hindu traditions)","Ager (Hindu traditions)",1300,1,Y,snd,Sindhi,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",412,A012,"South Asia Dalit - other",2,4,"Asia, South",ASI,Asia,Y,Y,1,Y,24.77378,70.13657
PK,Pakistan,19476,115240,"Ager (Muslim traditions)","Ager (Muslim traditions)",8900,1,Y,snd,Sindhi,5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",462,A012,"South Asia Muslim - other",1,4,"Asia, South",ASI,Asia,Y,Y,1,Y,25.498444138806,68.512294615815
IN,India,16178,111282,Aghori,Aghori,82000,1,Y,hin,Hindi,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - other",1,4,"Asia, South",ASI,Asia,Y,Y,2,Y,26.660436411926,79.135460974084
RS,Russia,10184,100126,Aghul,Aghul,35000,1,Y,agx,Aghul,3,6,Islam,0.002,0.002,12,A003,"Eurasian Peoples",157,C0061,Caucasus,1,9,"Europe, Eastern and Eurasia",ASI,Asia,N,Y,1,Y,41.93085,47.55402
IN,India,16180,111284,Agri,Agri,519000,1,Y,mar,Marathi,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - other",1,4,"Asia, South",ASI,Asia,Y,Y,10,Y,19.616625526919,73.485012081545
RP,Philippines,12392,104350,"Agta, Casiguran Dumagat","Agta, Casiguran Dumagat",900,1,Y,dgc,"Agta, Casiguran Dumagat",4,4,"Ethnic Religions",4.000,1.000,17,A008,"Malay Peoples",168,C0072,"Filipino, Tribal",1,2,"Asia, Southeast",ASI,Asia,N,Y,1,N,16.2176,121.87821
BG,Bangladesh,16182,111287,Aguri,Aguri,2600,1,Y,ben,Bengali,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - other",2,4,"Asia, South",ASI,Asia,Y,Y,1,Y,25.867366725178,88.846610272225
IN,India,16182,111287,Aguri,Aguri,618000,1,Y,ben,Bengali,5,5,Hinduism,0.109,,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - other",2,4,"Asia, South",ASI,Asia,Y,Y,12,N,23.198990738754,87.760220572264
IN,India,16184,111289,Ahar,Ahar,1719000,1,Y,hin,Hindi,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - other",2,4,"Asia, South",ASI,Asia,Y,Y,34,Y,28.830359322885,79.663813563315
NP,Nepal,16184,111289,Ahar,Ahar,2400,1,Y,awa,Awadhi,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - other",2,4,"Asia, South",ASI,Asia,Y,Y,1,Y,27.901461161429,83.090655901942
IN,India,16186,111291,Aheria,Aheria,199000,1,Y,hin,Hindi,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - other",1,4,"Asia, South",ASI,Asia,Y,Y,4,Y,28.364607324423,78.698540941691
TH,Thailand,13129,105894,"Aheu Luang","Aheu Luang",1600,1,Y,thm,Aheu,1,2,Buddhism,0.000,0.000,20,A011,"Southeast Asian Peoples",239,C0147,Mon-Khmer,2,2,"Asia, Southeast",ASI,Asia,Y,Y,1,Y,17.29381,103.44555
BG,Bangladesh,19477,100142,Ahmadi,Ahmadi,3200,1,Y,ben,Bengali,5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",462,A012,"South Asia Muslim - other",3,4,"Asia, South",ASI,Asia,Y,Y,1,Y,24.347617570298,90.550626727134
IN,India,19477,100142,Ahmadi,Ahmadi,87000,1,Y,urd,Urdu,5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",462,A012,"South Asia Muslim - other",3,4,"Asia, South",ASI,Asia,Y,Y,2,Y,28.324090639193,79.934697508141
PK,Pakistan,19477,100142,Ahmadi,Ahmadi,97000,1,Y,pnb,"Punjabi, Western",4,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",462,A012,"South Asia Muslim - other",3,4,"Asia, South",ASI,Asia,Y,Y,2,Y,31.373386771445,74.375294970296
IN,India,16189,111294,Ahom,Ahom,2076000,1,Y,asm,Assamese,5,5,Hinduism,3.301,,21,A012,"South Asian Peoples",475,A012,"South Asia Tribal - other",1,4,"Asia, South",ASI,Asia,Y,Y,42,N,27.906857670712,95.672003810937
CH,China,10195,100146,Ai-Cham,Ai-Cham,3100,1,Y,aih,Ai-Cham,1,4,"Ethnic Religions",0.500,0.200,20,A011,"Southeast Asian Peoples",150,C0054,Bouyei,1,3,"Asia, Northeast",ASI,Asia,Y,Y,1,N,25.48886,107.83808
AF,Afghanistan,21454,118270,Aimaq,Aimaq,1730000,1,Y,aiq,Aimaq,0,6,Islam,0.000,0.000,14,A005,Persian-Median,268,C0179,Persian,5,5,"Asia, Central",ASI,Asia,Y,Y,35,Y,35.00501,63.128594
IR,Iran,21454,118270,Aimaq,Aimaq,250000,1,Y,aiq,Aimaq,0,6,Islam,0.000,0.000,14,A005,Persian-Median,268,C0179,Persian,5,5,"Asia, Central",ASI,Asia,Y,Y,5,Y,36.24729,52.799751
PK,Pakistan,21454,118270,Aimaq,Aimaq,6500,1,Y,aiq,Aimaq,0,6,Islam,0.000,0.000,14,A005,Persian-Median,268,C0179,Persian,5,4,"Asia, South",ASI,Asia,Y,N,1,Y,30.16909,66.741
TI,Tajikistan,21454,118270,Aimaq,Aimaq,1100,1,Y,aiq,Aimaq,0,6,Islam,0.000,0.000,14,A005,Persian-Median,268,C0179,Persian,5,5,"Asia, Central",ASI,Asia,Y,N,1,Y,38.59,68.78
TX,Turkmenistan,21454,118270,Aimaq,Aimaq,269000,1,Y,aiq,Aimaq,0,6,Islam,0.000,0.000,14,A005,Persian-Median,268,C0179,Persian,5,5,"Asia, Central",ASI,Asia,Y,N,5,Y,37.565,61.855
CH,China,10522,100665,"Ainu (China)","Ainu (China)",12000,1,Y,aib,"Ainu (China)",1,6,Islam,0.000,0.000,24,A015,"Turkic Peoples",311,C0223,Ural-Siberian,1,3,"Asia, Northeast",ASI,Asia,Y,Y,1,Y,38.930205258566,76.169595641825
JA,Japan,10205,100158,"Ainu (Japan)","Ainu (Japan)",13000,1,Y,ain,"Ainu (Japan)",4,4,"Ethnic Religions",1.000,0.500,24,A015,"Turkic Peoples",311,C0223,Ural-Siberian,1,3,"Asia, Northeast",ASI,Asia,Y,Y,1,N,43.551895115567,144.97993613944
IN,India,16191,111299,"Aiton (Tai Aiton)","Aiton (Tai Aiton)",3900,1,Y,aio,Aiton,2,2,Buddhism,0.000,0.000,21,A012,"South Asian Peoples",402,A012,"South Asia Buddhist",1,4,"Asia, South",ASI,Asia,Y,Y,1,Y,26.203734507863,93.685431192118
IN,India,16192,111300,Aiyanavar,Aiyanavar,6400,1,Y,tel,Telugu,5,5,Hinduism,3.867,,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - other",1,4,"Asia, South",ASI,Asia,Y,Y,1,N,9.1021684321707,77.340540815888
ID,Indonesia,18950,115228,Aji,Aji,17000,1,Y,hji,Haji,0,6,Islam,0.270,0.266,17,A008,"Malay Peoples",229,C0137,"Melayu of Sumatra",1,2,"Asia, Southeast",ASI,Asia,Y,Y,1,N,-4.58495,103.97931
IN,India,16193,111301,Ajila,Ajila,3900,1,Y,mal,Malayalam,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",412,A012,"South Asia Dalit - other",1,4,"Asia, South",ASI,Asia,Y,Y,1,Y,13.021820078824,75.849547843511
IN,India,16194,111302,Ajna,Ajna,49000,1,Y,hin,Hindi,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - other",1,4,"Asia, South",ASI,Asia,Y,Y,1,Y,22.851390068757,76.380809546848
