ROG3,Ctry,PeopleID3,ROP3,PeopNameAcrossCountries,PeopNameInCountry,Population,JPScale,LeastReached,ROL3,PrimaryLanguageName,BibleStatus,RLG3,PrimaryReligion,PercentAdherents,PercentEvangelical,PeopleID1,ROP1,AffinityBloc,PeopleID2,ROP2,PeopleCluster,CountOfCountries,RegionCode,RegionName,ROG2,Continent,10_40Window,IndigenousCode,WorkersNeeded,Frontier,Latitude,Longitude
CH,China,18408,114002,Azong,Azong,1300,1,Y,nos,"Nisu, Eastern",1,4,"Ethnic Religions",0.000,0.000,23,A014,"Tibetan-Himalayan Peoples",317,C0229,"Tibeto-Burman, other",1,3,"Asia, Northeast",ASI,Asia,Y,Y,1,Y,22.73544991678,102.11475524716
CH,China,10568,100766,"Baheng, Liping","Baheng, Lipeng",6700,1,Y,pha,Pa-Hng,0,4,"Ethnic Religions",0.000,0.000,20,A011,"Southeast Asian Peoples",319,C0232,Yao-Mien,1,3,"Asia, Northeast",ASI,Asia,Y,Y,1,Y,26.196362583966,109.09240175274
CH,China,18410,114004,"Bai Yi","Bai Yi",28000,1,Y,xxx,"Language unknown",0,4,"Ethnic Religions",0.000,0.000,23,A014,"Tibetan-Himalayan Peoples",317,C0229,"Tibeto-Burman, other",1,3,"Asia, Northeast",ASI,Asia,Y,Y,1,Y,26.259626578604,101.90635620468
CH,China,21528,100776,"Bai, Central","Bai, Central",869000,1,Y,bca,"Bai, Central",3,4,"Ethnic Religions",0.082,0.082,23,A014,"Tibetan-Himalayan Peoples",317,C0229,"Tibeto-Burman, other",1,3,"Asia, Northeast",ASI,Asia,Y,Y,17,Y,26.115022,99.952517
CH,China,12964,105606,"Bai, Lama","Bai, Lama",79000,2,N,lay,"Bai, Lama",3,4,"Ethnic Religions",10.000,1.000,23,A014,"Tibetan-Himalayan Peoples",317,C0229,"Tibeto-Burman, other",1,3,"Asia, Northeast",ASI,Asia,Y,Y,,N,26.355355618867,98.887429042916
CH,China,20599,116832,"Bai, Panyi","Bai, Panyi",35000,4,N,bfc,"Bai, Panyi",0,4,"Ethnic Religions",8.000,8.000,23,A014,"Tibetan-Himalayan Peoples",317,C0229,"Tibeto-Burman, other",1,3,"Asia, Northeast",ASI,Asia,Y,Y,,N,25.860609,98.861417
CH,China,10573,116833,"Bai, Southern","Bai, Southern",671000,1,Y,bfs,"Bai, Southern",3,2,Buddhism,0.128,0.128,23,A014,"Tibetan-Himalayan Peoples",317,C0229,"Tibeto-Burman, other",1,3,"Asia, Northeast",ASI,Asia,Y,Y,13,N,25.56373,100.41767
CH,China,18409,114003,Baihong,Baihong,249000,4,N,how,Honi,3,4,"Ethnic Religions",2.800,2.700,23,A014,"Tibetan-Himalayan Peoples",185,C0089,Hani,1,3,"Asia, Northeast",ASI,Asia,Y,Y,,N,23.20739,101.8863
CH,China,10576,100783,Baima,Baima,18000,1,Y,bqh,Baima,1,4,"Ethnic Religions",2.200,2.000,23,A014,"Tibetan-Himalayan Peoples",317,C0229,"Tibeto-Burman, other",1,3,"Asia, Northeast",ASI,Asia,Y,Y,1,N,33.11403,103.95904
CH,China,18411,114005,"Ban Yao","Ban Yao",36000,1,Y,ium,"Iu Mien",5,4,"Ethnic Religions",0.000,0.000,20,A011,"Southeast Asian Peoples",319,C0232,Yao-Mien,1,3,"Asia, Northeast",ASI,Asia,Y,Y,1,Y,24.43389722297,110.32181742524
CH,China,10669,101024,Baonuo,Baonuo,33000,1,Y,bwx,"Bunu, Bu-Nao",0,4,"Ethnic Religions",0.400,0.300,20,A011,"Southeast Asian Peoples",319,C0232,Yao-Mien,1,3,"Asia, Northeast",ASI,Asia,Y,Y,1,N,25.33671653474,107.6708225707
CH,China,18412,114006,Bei,Bei,23000,1,Y,xxx,"Language unknown",0,4,"Ethnic Religions",0.050,0.043,23,A014,"Tibetan-Himalayan Peoples",317,C0229,"Tibeto-Burman, other",1,3,"Asia, Northeast",ASI,Asia,Y,Y,1,Y,26.11294,99.7117
CH,China,10765,101210,Beidalao,Beidalao,25000,1,Y,pha,Pa-Hng,0,4,"Ethnic Religions",0.010,0.010,20,A011,"Southeast Asian Peoples",319,C0232,Yao-Mien,1,3,"Asia, Northeast",ASI,Asia,Y,Y,1,Y,25.306945242829,109.29335797179
CH,China,18413,114007,Beidongnuo,Beidongnuo,500,1,Y,hea,"Miao, Northern Qiandong",4,4,"Ethnic Religions",0.000,0.000,20,A011,"Southeast Asian Peoples",230,C0138,"Miao / Hmong",1,3,"Asia, Northeast",ASI,Asia,Y,Y,1,Y,25.39253770685,107.98714254569
CH,China,19610,101217,Bela,Bela,4900,5,N,bxd,Pela,1,4,"Ethnic Religions",14.000,13.513,23,A014,"Tibetan-Himalayan Peoples",317,C0229,"Tibeto-Burman, other",1,3,"Asia, Northeast",ASI,Asia,Y,Y,,N,24.20945,97.91089
CH,China,18414,114008,Ben,Ben,1400,1,Y,wbm,"Wa, Vo",5,4,"Ethnic Religions",0.100,0.000,20,A011,"Southeast Asian Peoples",239,C0147,Mon-Khmer,1,3,"Asia, Northeast",ASI,Asia,Y,Y,1,Y,23.766280894947,99.133904659572
CH,China,20600,116837,Biao,Biao,133000,1,Y,byk,Biao,0,4,"Ethnic Religions",1.500,1.000,20,A011,"Southeast Asian Peoples",295,C0207,Tai,1,3,"Asia, Northeast",ASI,Asia,Y,Y,3,N,23.923211,112.17716
CH,China,10828,101407,"Biao Mien","Biao Mien",34000,1,Y,bmt,"Biao Mon",1,4,"Ethnic Religions",0.090,0.077,20,A011,"Southeast Asian Peoples",319,C0232,Yao-Mien,1,3,"Asia, Northeast",ASI,Asia,Y,Y,1,Y,24.66089,113.42774
CH,China,10829,101409,"Biao Mien, Shikou","Biao Mien, Shikou",13000,1,Y,bje,"Biao-Jiao Mien",0,4,"Ethnic Religions",0.000,0.000,20,A011,"Southeast Asian Peoples",319,C0232,Yao-Mien,1,3,"Asia, Northeast",ASI,Asia,Y,Y,1,Y,25.538351319534,111.35087532022
CH,China,18415,114009,"Biao-Jiao Mien","Biao-Jiao Mien",68000,1,Y,bje,"Biao-Jiao Mien",0,4,"Ethnic Religions",0.100,0.100,20,A011,"Southeast Asian Peoples",319,C0232,Yao-Mien,1,3,"Asia, Northeast",ASI,Asia,Y,Y,1,Y,25.532526401753,111.34953617917
CH,China,10882,101500,Bit,Bit,900,1,Y,bgk,Bit,0,4,"Ethnic Religions",0.000,0.000,20,A011,"Southeast Asian Peoples",239,C0147,Mon-Khmer,2,3,"Asia, Northeast",ASI,Asia,Y,Y,1,Y,21.6125,101.41866
CH,China,10886,101505,Biyo,Biyo,157000,4,N,byo,Biyo,1,4,"Ethnic Religions",9.000,9.000,23,A014,"Tibetan-Himalayan Peoples",185,C0089,Hani,1,3,"Asia, Northeast",ASI,Asia,Y,Y,,N,22.514751004814,101.65973907399
CH,China,18416,114011,Bogol,Bogol,1400,1,Y,dta,Daur,3,4,"Ethnic Religions",0.000,0.000,11,A002,"East Asian Peoples",238,C0146,Mongolian,1,3,"Asia, Northeast",ASI,Asia,Y,Y,1,Y,48.940221879436,124.04555089056
CH,China,18417,116943,Bokha,Bokha,12000,1,Y,ybk,Bokha,1,4,"Ethnic Religions",0.100,0.054,23,A014,"Tibetan-Himalayan Peoples",317,C0229,"Tibeto-Burman, other",1,3,"Asia, Northeast",ASI,Asia,Y,Y,1,Y,23.18815,103.65782
CH,China,18418,114013,Bolozi,Bolozi,2800,1,Y,qxs,"Qiang, Southern",3,4,"Ethnic Religions",0.000,0.000,23,A014,"Tibetan-Himalayan Peoples",304,C0216,Tibetan,1,3,"Asia, Northeast",ASI,Asia,Y,Y,1,Y,32.891181817287,102.81438060258
CH,China,18419,114014,Bonan,Bonan,12000,1,Y,peh,Bonan,1,6,Islam,0.000,0.000,11,A002,"East Asian Peoples",162,C0066,"Hui, Dungan",1,3,"Asia, Northeast",ASI,Asia,Y,Y,1,Y,35.700498593835,102.92148747687
CH,China,18420,114015,"Bonan, Tongren","Bonan, Tongren",7300,1,Y,peh,Bonan,1,2,Buddhism,0.000,0.000,23,A014,"Tibetan-Himalayan Peoples",304,C0216,Tibetan,1,3,"Asia, Northeast",ASI,Asia,Y,Y,1,Y,35.093588716146,101.89591880791
CH,China,18421,114016,Bouyei,Bouyei,3293000,1,Y,pcc,Bouyei,3,4,"Ethnic Religions",0.700,0.168,20,A011,"Southeast Asian Peoples",150,C0054,Bouyei,3,3,"Asia, Northeast",ASI,Asia,Y,Y,66,N,25.050209000145,105.73666899958
CH,China,11140,102927,British,British,40000,4,N,eng,English,5,1,Christianity,70.000,7.000,12,A003,"Eurasian Peoples",110,C0012,Anglo-Celt,126,3,"Asia, Northeast",ASI,Asia,Y,N,,N,22.318667683478,114.17504197512
CH,China,18422,114017,Budo,Budo,14000,5,N,byo,Biyo,1,4,"Ethnic Religions",19.000,18.903,23,A014,"Tibetan-Himalayan Peoples",185,C0089,Hani,1,3,"Asia, Northeast",ASI,Asia,Y,Y,,N,22.513382179169,101.65733304737
CH,China,10984,101701,Bugan,Bugan,3000,1,Y,bbh,Bugan,1,4,"Ethnic Religions",0.000,0.000,20,A011,"Southeast Asian Peoples",239,C0147,Mon-Khmer,1,3,"Asia, Northeast",ASI,Asia,Y,Y,1,Y,23.61699,104.96042
CH,China,12665,104959,Bulang,Bulang,105000,1,Y,blr,Blang,4,2,Buddhism,0.060,0.056,20,A011,"Southeast Asian Peoples",239,C0147,Mon-Khmer,3,3,"Asia, Northeast",ASI,Asia,Y,Y,2,Y,24.485979999777,99.172030000384
CH,China,20553,116844,Bumang,Bumang,300,1,Y,bvp,Bumang,1,4,"Ethnic Religions",0.000,0.000,20,A011,"Southeast Asian Peoples",239,C0147,Mon-Khmer,1,3,"Asia, Northeast",ASI,Asia,Y,Y,1,Y,24.570972,99.134654
CH,China,18423,114018,Bunan,Bunan,2200,1,Y,bfu,Gahri,3,2,Buddhism,0.200,0.200,23,A014,"Tibetan-Himalayan Peoples",304,C0216,Tibetan,1,3,"Asia, Northeast",ASI,Asia,Y,Y,1,N,31.79606999993,78.903440000156
CH,China,18424,114019,Bunu,Bunu,428000,1,Y,bwx,"Bunu, Bu-Nao",0,4,"Ethnic Religions",0.000,0.000,20,A011,"Southeast Asian Peoples",319,C0232,Yao-Mien,1,3,"Asia, Northeast",ASI,Asia,Y,Y,9,Y,24.378610000051,107.7917919997
CH,China,18425,114020,Bunun,Bunun,1500,1,Y,bnn,Bunun,5,4,"Ethnic Religions",0.300,0.300,11,A002,"East Asian Peoples",298,C0210,"Taiwan Indigenous",2,3,"Asia, Northeast",ASI,Asia,Y,N,1,N,24.081990324694,117.48659771831
CH,China,11020,101757,Bunuo,Bunuo,23000,1,Y,bwx,"Bunu, Bu-Nao",0,4,"Ethnic Religions",0.000,0.000,20,A011,"Southeast Asian Peoples",319,C0232,Yao-Mien,1,3,"Asia, Northeast",ASI,Asia,Y,Y,1,Y,23.994769744228,107.95048082813
CH,China,19319,115058,"Buriat, Chinese","Buriat, Chinese",168000,1,Y,bxu,"Buriat, China",0,2,Buddhism,1.000,0.900,11,A002,"East Asian Peoples",238,C0146,Mongolian,1,3,"Asia, Northeast",ASI,Asia,Y,Y,3,N,48.91984,118.01884
CH,China,11029,101776,Burmese,Burmese,26000,1,Y,mya,Burmese,5,2,Buddhism,0.000,0.000,23,A014,"Tibetan-Himalayan Peoples",154,C0058,Burmese,18,3,"Asia, Northeast",ASI,Asia,Y,N,1,Y,21.92983,100.697213
CH,China,11052,101816,"Buyang, Baha","Buyang, Baha",700,1,Y,yha,"Buyang, Baha",1,4,"Ethnic Religions",0.000,0.000,20,A011,"Southeast Asian Peoples",322,C0235,Zhuang,1,3,"Asia, Northeast",ASI,Asia,Y,Y,1,Y,24.27981,104.87568
CH,China,19799,115056,"Buhang, E'ma","Buyang, E'ma",700,1,Y,yzg,"Buyang, E'ma",0,4,"Ethnic Religions",0.000,0.000,20,A011,"Southeast Asian Peoples",322,C0235,Zhuang,1,3,"Asia, Northeast",ASI,Asia,Y,Y,1,Y,23.81962,105.7313
CH,China,19798,115060,"Buyang, Langnian","Buyang, Langnian",400,1,Y,yln,"Buyang, Langnian",0,4,"Ethnic Religions",0.000,0.000,20,A011,"Southeast Asian Peoples",322,C0235,Zhuang,1,3,"Asia, Northeast",ASI,Asia,Y,Y,1,Y,23.8101,105.81634
CH,China,18426,114021,Cai,Cai,34000,4,N,giq,"Gelao, Green",0,4,"Ethnic Religions",3.000,2.500,20,A011,"Southeast Asian Peoples",295,C0207,Tai,1,3,"Asia, Northeast",ASI,Asia,Y,Y,,N,26.961723184677,105.46178690844
CH,China,20601,116845,Chadong,Chadong,23000,1,Y,cdy,Chadong,1,4,"Ethnic Religions",0.000,0.000,20,A011,"Southeast Asian Peoples",295,C0207,Tai,1,3,"Asia, Northeast",ASI,Asia,Y,Y,1,Y,25.272555,110.284355
CH,China,18427,114023,Changpao,Changpao,6800,1,Y,bwx,"Bunu, Bu-Nao",0,4,"Ethnic Religions",0.000,0.000,20,A011,"Southeast Asian Peoples",319,C0232,Yao-Mien,1,3,"Asia, Northeast",ASI,Asia,Y,Y,1,Y,25.496417418829,107.95048082813
CH,China,18429,114025,Chesu,Chesu,3700,1,Y,ych,Chesu,0,4,"Ethnic Religions",0.500,0.500,23,A014,"Tibetan-Himalayan Peoples",317,C0229,"Tibeto-Burman, other",1,3,"Asia, Northeast",ASI,Asia,Y,Y,1,N,24.08502,101.91007
CH,China,15469,110035,Choni,Choni,170000,1,Y,cda,Choni,0,2,Buddhism,0.200,0.100,23,A014,"Tibetan-Himalayan Peoples",304,C0216,Tibetan,1,3,"Asia, Northeast",ASI,Asia,Y,Y,3,N,34.415318209668,103.04878430375
CH,China,11373,102197,Chrame,Chrame,50000,1,Y,pmi,"Pumi, Northern",0,2,Buddhism,0.000,0.000,23,A014,"Tibetan-Himalayan Peoples",304,C0216,Tibetan,1,3,"Asia, Northeast",ASI,Asia,Y,Y,1,Y,28.662619999613,101.30511000003
CH,China,18430,114027,Chuanlan,Chuanlan,395000,4,N,cmn,"Chinese, Mandarin",5,2,Buddhism,7.500,6.800,23,A014,"Tibetan-Himalayan Peoples",317,C0229,"Tibeto-Burman, other",1,3,"Asia, Northeast",ASI,Asia,Y,Y,,N,26.452995687001,105.90213644634
CH,China,18431,114028,Chuanqing,Chuanqing,1003000,4,N,cmn,"Chinese, Mandarin",5,2,Buddhism,7.500,6.800,11,A002,"East Asian Peoples",161,C0065,Chinese,1,3,"Asia, Northeast",ASI,Asia,Y,Y,,N,26.753913000285,105.79423899963
CH,China,11446,102331,Cun,Cun,97000,4,N,cuq,Cun,0,4,"Ethnic Religions",4.120,4.120,20,A011,"Southeast Asian Peoples",297,C0209,Kadai,1,3,"Asia, Northeast",ASI,Asia,Y,Y,,N,19.24128,108.76182
CH,China,18432,114029,Daizhan,Daizhan,14000,1,Y,cmn,"Chinese, Mandarin",5,4,"Ethnic Religions",0.000,0.000,23,A014,"Tibetan-Himalayan Peoples",317,C0229,"Tibeto-Burman, other",1,3,"Asia, Northeast",ASI,Asia,Y,Y,1,Y,23.702523483672,103.49822892922
CH,China,18433,114030,Daur,Daur,197000,1,Y,dta,Daur,3,4,"Ethnic Religions",1.500,1.200,11,A002,"East Asian Peoples",238,C0146,Mongolian,2,3,"Asia, Northeast",ASI,Asia,Y,Y,4,N,49.135353999887,123.87012299978
CH,China,18434,114031,"Daur, Western","Daur, Western",7500,1,Y,dta,Daur,3,4,"Ethnic Religions",0.000,0.000,11,A002,"East Asian Peoples",238,C0146,Mongolian,1,3,"Asia, Northeast",ASI,Asia,Y,Y,1,Y,47.025483656845,83.140764151744
CH,China,14178,109011,"Palaung, Pale","De'ang, Pale",11000,1,Y,pce,"Palaung, Ruching",5,2,Buddhism,0.120,0.120,20,A011,"Southeast Asian Peoples",239,C0147,Mon-Khmer,3,3,"Asia, Northeast",ASI,Asia,Y,N,1,N,24.31942,98.52384
CH,China,18435,114033,"De'ang, Rumai","De'ang, Rumai",6200,1,Y,rbb,"Palaung, Rumai",3,2,Buddhism,0.666,0.666,20,A011,"Southeast Asian Peoples",239,C0147,Mon-Khmer,1,3,"Asia, Northeast",ASI,Asia,Y,Y,1,N,24.15649,97.96321
CH,China,11921,103423,"Palaung, Shwe","De'ang, Shwe",7900,1,Y,pll,"Palaung, Shwe",0,2,Buddhism,0.000,0.000,20,A011,"Southeast Asian Peoples",239,C0147,Mon-Khmer,2,3,"Asia, Northeast",ASI,Asia,Y,N,1,Y,24.34836,98.65813
CH,China,19007,114916,Deaf,Deaf,7125000,2,N,csl,"Chinese Sign Language",1,7,Non-Religious,7.920,,26,A017,Deaf,328,C0252,Deaf,216,3,"Asia, Northeast",ASI,Asia,Y,Y,,N,30.90631,121.56875
