ROG3,Ctry,PeopleID3,ROP3,PeopNameAcrossCountries,PeopNameInCountry,Population,JPScale,LeastReached,ROL3,PrimaryLanguageName,BibleStatus,RLG3,PrimaryReligion,PercentAdherents,PercentEvangelical,PeopleID1,ROP1,AffinityBloc,PeopleID2,ROP2,PeopleCluster,CountOfCountries,RegionCode,RegionName,ROG2,Continent,10_40Window,IndigenousCode,WorkersNeeded,Frontier,Latitude,Longitude
BG,Bangladesh,19724,115177,"Bania Subarna Banik","Bania Subarna Banik",3500,1,Y,ben,Bengali,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",416,A012,"South Asia Forward Caste - Bania",2,4,"Asia, South",ASI,Asia,Y,Y,1,Y,24.81583,89.777012
BG,Bangladesh,16318,111452,Bania,"Bania unspecified",19000,1,Y,ben,Bengali,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",416,A012,"South Asia Forward Caste - Bania",6,4,"Asia, South",ASI,Asia,Y,Y,1,Y,24.420334985064,90.986613362553
BG,Bangladesh,17482,112893,"Banjara (Muslim traditions)","Banjara (Muslim traditions)",3800,1,Y,ben,Bengali,5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",471,A012,"South Asia Tribal - Banjara",3,4,"Asia, South",ASI,Asia,Y,Y,1,Y,23.01493984399,90.024594672908
BG,Bangladesh,16337,111473,Barman,Barman,74000,1,Y,ben,Bengali,5,5,Hinduism,0.715,,21,A012,"South Asian Peoples",475,A012,"South Asia Tribal - other",2,4,"Asia, South",ASI,Asia,Y,Y,1,N,24.89877,88.75398
BG,Bangladesh,16382,111524,Barua,Barua,36000,1,Y,ctg,Chittagonian,4,2,Buddhism,0.000,0.000,21,A012,"South Asian Peoples",402,A012,"South Asia Buddhist",3,4,"Asia, South",ASI,Asia,Y,Y,1,Y,22.736547075557,92.102959284532
BG,Bangladesh,22397,119395,Baul,Baul,8800,1,Y,ben,Bengali,5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",462,A012,"South Asia Muslim - other",2,4,"Asia, South",ASI,Asia,Y,Y,1,Y,24.38,88.59
BG,Bangladesh,10736,115233,Bauri,Bauri,15000,1,Y,ben,Bengali,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",412,A012,"South Asia Dalit - other",2,4,"Asia, South",ASI,Asia,Y,Y,1,Y,22.518185478225,91.968845136523
BG,Bangladesh,16367,111509,"Bedia (Hindu traditions)","Bedia (Hindu traditions)",7200,1,Y,ben,Bengali,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",475,A012,"South Asia Tribal - other",3,4,"Asia, South",ASI,Asia,Y,Y,1,Y,25.019588568841,91.472566163625
BG,Bangladesh,17489,112902,"Bedia (Muslim traditions)","Bedia (Muslim traditions)",52000,1,Y,ben,Bengali,5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",475,A012,"South Asia Tribal - other",2,4,"Asia, South",ASI,Asia,Y,Y,1,Y,23.068296793755,89.919708959144
BG,Bangladesh,16369,111511,Beg,Beg,1600,1,Y,ben,Bengali,5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",462,A012,"South Asia Muslim - other",2,4,"Asia, South",ASI,Asia,Y,Y,1,Y,24.70288,90.45284
BG,Bangladesh,16370,111512,Behara,Behara,84000,1,Y,ben,Bengali,5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",462,A012,"South Asia Muslim - other",2,4,"Asia, South",ASI,Asia,Y,Y,2,Y,22.769958924705,89.832809613751
BG,Bangladesh,16375,111517,"Beldar (Hindu traditions)","Beldar (Hindu traditions)",13000,1,Y,ben,Bengali,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - other",3,4,"Asia, South",ASI,Asia,Y,Y,1,Y,23.668325975029,89.988357724229
BG,Bangladesh,18084,113585,Shaikh,"Bengali Muslim",135600000,1,Y,ben,Bengali,5,6,Islam,0.062,0.056,21,A012,"South Asian Peoples",466,A012,"South Asia Muslim - Shaikh",9,4,"Asia, South",ASI,Asia,Y,Y,2712,Y,24.011205383134,90.806552450976
BG,Bangladesh,13761,106706,"Bengali Muslim Moghal","Bengali Muslim Moghal",46000,1,Y,ben,Bengali,5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",462,A012,"South Asia Muslim - other",6,4,"Asia, South",ASI,Asia,Y,Y,1,Y,24.259299793433,90.964894723605
BG,Bangladesh,22194,119212,"Pashtun Khan","Bengali Muslim Pashtun Khan",25000,1,Y,ben,Bengali,5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",463,A012,"South Asia Muslim - Pashtun",2,4,"Asia, South",ASI,Asia,Y,Y,1,Y,24.10466,90.46408
BG,Bangladesh,22212,119230,"Pashtun Lodhi (Dalazak)","Bengali Muslim Pashtun Lodhi (Dalazak)",1400,1,Y,ben,Bengali,5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",463,A012,"South Asia Muslim - Pashtun",3,4,"Asia, South",ASI,Asia,Y,Y,1,Y,23.79566,90.26357
BG,Bangladesh,21537,116298,"Pashtun, Pathan","Bengali Muslim Pashtun, Pathan",144000,1,Y,ben,Bengali,5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",463,A012,"South Asia Muslim - Pashtun",4,4,"Asia, South",ASI,Asia,Y,Y,3,Y,24.261444894737,90.734748586529
BG,Bangladesh,18045,113540,Sayyid,"Bengali Muslim Sayyid",1864000,1,Y,ben,Bengali,5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",465,A012,"South Asia Muslim - Sayyid",5,4,"Asia, South",ASI,Asia,Y,Y,37,Y,22.56397,92.379934
BG,Bangladesh,21815,118602,"Shaikh Siddiqi","Bengali Muslim Shaikh Siddiqi",8300,1,Y,ben,Bengali,5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",466,A012,"South Asia Muslim - Shaikh",2,4,"Asia, South",ASI,Asia,Y,Y,1,Y,23.79566,90.26357
BG,Bangladesh,16384,111526,"Besya (Hindu traditions)","Besya (Hindu traditions)",1500,1,Y,ben,Bengali,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - other",2,4,"Asia, South",ASI,Asia,Y,Y,1,Y,23.991843526396,90.713228151908
BG,Bangladesh,16385,111527,"Besya (Muslim traditions)","Besya (Muslim traditions)",16000,1,Y,ben,Bengali,5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",462,A012,"South Asia Muslim - other",2,4,"Asia, South",ASI,Asia,Y,Y,1,Y,25.807067033019,89.269958597254
BG,Bangladesh,16405,111553,Bhar,Bhar,6300,1,Y,ben,Bengali,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - other",3,4,"Asia, South",ASI,Asia,Y,Y,1,Y,24.880156,89.310707
BG,Bangladesh,16406,111555,"Bhat (Hindu traditions)","Bhat (Hindu traditions)",3300,1,Y,ben,Bengali,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - other",3,4,"Asia, South",ASI,Asia,Y,Y,1,Y,22.712895124934,92.064901604736
BG,Bangladesh,16429,111580,"Bhoi (Hindu traditions)","Bhoi (Hindu traditions)",12000,1,Y,ben,Bengali,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",422,A012,"South Asia Hindu - Bhoi",3,4,"Asia, South",ASI,Asia,Y,Y,1,Y,24.869434479576,89.547178965478
BG,Bangladesh,16424,111575,Bhuinhar,Bhuinhar,1700,1,Y,ben,Bengali,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - other",2,4,"Asia, South",ASI,Asia,Y,Y,1,Y,25.893334264994,89.529609713544
BG,Bangladesh,16426,111577,Bhuinmali,Bhuinmali,100000,1,Y,ben,Bengali,5,5,Hinduism,0.418,,21,A012,"South Asian Peoples",412,A012,"South Asia Dalit - other",2,4,"Asia, South",ASI,Asia,Y,Y,2,N,24.301755771259,90.771605210207
BG,Bangladesh,21122,117945,"Bhuiya Ghatwar","Bhuiya Ghatwar",2500,1,Y,ben,Bengali,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",412,A012,"South Asia Dalit - other",2,4,"Asia, South",ASI,Asia,Y,Y,1,Y,22.448613092495,91.856182023947
BG,Bangladesh,16452,111613,Bhuiya,"Bhuiya unspecified",10000,1,Y,ben,Bengali,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",412,A012,"South Asia Dalit - other",2,4,"Asia, South",ASI,Asia,Y,Y,1,Y,25.158108772604,88.950111231735
BG,Bangladesh,16447,111603,Bhumij,Bhumij,35000,1,Y,syl,Sylheti,4,5,Hinduism,1.115,,21,A012,"South Asian Peoples",475,A012,"South Asia Tribal - other",2,4,"Asia, South",ASI,Asia,Y,Y,1,N,24.888958,91.886858
BG,Bangladesh,19654,116075,"Bihari (Muslim traditions)","Bihari (Muslim traditions)",966000,1,Y,urd,Urdu,5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",462,A012,"South Asia Muslim - other",1,4,"Asia, South",ASI,Asia,Y,Y,19,Y,24.392366554564,90.78203876885
BG,Bangladesh,16457,111621,Bind,Bind,9400,1,Y,ben,Bengali,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - other",3,4,"Asia, South",ASI,Asia,Y,Y,1,Y,24.668140960985,89.848183980266
BG,Bangladesh,16489,111659,Binjhia,Binjhia,6800,1,Y,syl,Sylheti,4,5,Hinduism,2.037,,21,A012,"South Asian Peoples",475,A012,"South Asia Tribal - other",2,4,"Asia, South",ASI,Asia,Y,Y,1,N,24.978180846573,92.222692176694
BG,Bangladesh,16461,111625,Birhor,Birhor,1400,1,Y,syl,Sylheti,4,5,Hinduism,2.330,,21,A012,"South Asian Peoples",475,A012,"South Asia Tribal - other",2,4,"Asia, South",ASI,Asia,Y,Y,1,N,25.018100146547,91.395054505254
BG,Bangladesh,20209,115966,"Bishnupriya Manipuri","Bishnupriya Manipuri",19000,1,Y,bpy,Bishnupuriya,3,5,Hinduism,0.197,,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - other",2,4,"Asia, South",ASI,Asia,Y,Y,1,N,24.8929,91.858075
BG,Bangladesh,16468,111633,"Biswas (Hindu traditions)","Biswas (Hindu traditions)",2700,1,Y,ben,Bengali,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - other",1,4,"Asia, South",ASI,Asia,Y,Y,1,Y,22.869799315844,89.741226187438
BG,Bangladesh,16467,111632,"Biswas (Muslim traditions)","Biswas (Muslim traditions)",37000,1,Y,ben,Bengali,5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",462,A012,"South Asia Muslim - other",2,4,"Asia, South",ASI,Asia,Y,Y,1,Y,22.818481975936,89.80522084041
BG,Bangladesh,16492,111662,"Bodo (Hindu traditions)","Bodo (Hindu traditions)",14000,1,Y,syl,Sylheti,4,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",475,A012,"South Asia Tribal - other",3,4,"Asia, South",ASI,Asia,Y,Y,1,Y,24.3582,91.46236
BG,Bangladesh,20345,116129,"Brahmin Acharaj","Brahmin Acharaj",1400,1,Y,ben,Bengali,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",417,A012,"South Asia Forward Caste - Brahmin",2,4,"Asia, South",ASI,Asia,Y,Y,1,Y,24.194144798424,90.914065724685
BG,Bangladesh,21689,118477,"Brahmin Barna","Brahmin Barna",4200,1,Y,ben,Bengali,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",417,A012,"South Asia Forward Caste - Brahmin",2,4,"Asia, South",ASI,Asia,Y,Y,1,Y,23.74745,90.57575
BG,Bangladesh,19943,115717,"Brahmin Gaur","Brahmin Gaur",29000,1,Y,ben,Bengali,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",417,A012,"South Asia Forward Caste - Brahmin",4,4,"Asia, South",ASI,Asia,Y,Y,1,Y,22.984448159594,91.974502613847
BG,Bangladesh,19949,115725,"Brahmin Joshi","Brahmin Joshi",2400,1,Y,ben,Bengali,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",417,A012,"South Asia Forward Caste - Brahmin",3,4,"Asia, South",ASI,Asia,Y,Y,1,Y,24.284591684638,90.714078526251
BG,Bangladesh,19951,115727,"Brahmin Kanaujia","Brahmin Kanaujia",6300,1,Y,ben,Bengali,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",417,A012,"South Asia Forward Caste - Brahmin",3,4,"Asia, South",ASI,Asia,Y,Y,1,Y,24.712919556499,88.667694409056
BG,Bangladesh,19960,115737,"Brahmin Maithili","Brahmin Maithili",3900,1,Y,ben,Bengali,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",417,A012,"South Asia Forward Caste - Brahmin",2,4,"Asia, South",ASI,Asia,Y,Y,1,Y,25.057956292888,88.928452080435
BG,Bangladesh,19972,115753,"Brahmin Radhi","Brahmin Radhi",52000,1,Y,ben,Bengali,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",417,A012,"South Asia Forward Caste - Brahmin",3,4,"Asia, South",ASI,Asia,Y,Y,1,Y,24.060904472971,90.550793731324
BG,Bangladesh,19974,115755,"Brahmin Sakaldwipi","Brahmin Sakaldwipi",3200,1,Y,ben,Bengali,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",417,A012,"South Asia Forward Caste - Brahmin",3,4,"Asia, South",ASI,Asia,Y,Y,1,Y,22.686317947405,92.357456254519
BG,Bangladesh,19977,115758,"Brahmin Saraswat","Brahmin Saraswat",6600,1,Y,ben,Bengali,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",417,A012,"South Asia Forward Caste - Brahmin",3,4,"Asia, South",ASI,Asia,Y,Y,1,Y,24.096603422809,90.595638387713
BG,Bangladesh,16521,111696,Brahmin,"Brahmin unspecified",249000,1,Y,ben,Bengali,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",417,A012,"South Asia Forward Caste - Brahmin",6,4,"Asia, South",ASI,Asia,Y,Y,5,Y,24.042767663321,90.439895963265
BG,Bangladesh,19985,115769,"Brahmin Utkal","Brahmin Utkal",4100,1,Y,ben,Bengali,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",417,A012,"South Asia Forward Caste - Brahmin",2,4,"Asia, South",ASI,Asia,Y,Y,1,Y,24.482215669603,88.893179615309
BG,Bangladesh,19986,115771,"Brahmin Vaidik","Brahmin Vaidik",5100,1,Y,ben,Bengali,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",417,A012,"South Asia Forward Caste - Brahmin",2,4,"Asia, South",ASI,Asia,Y,Y,1,Y,24.050769471822,90.117626682009
BG,Bangladesh,19987,115772,"Brahmin Varendra","Brahmin Varendra",21000,1,Y,ben,Bengali,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",417,A012,"South Asia Forward Caste - Brahmin",2,4,"Asia, South",ASI,Asia,Y,Y,1,Y,24.118282451063,90.849616995698
BG,Bangladesh,17966,108370,Bru,Bru,2400,2,N,ria,Riang,5,5,Hinduism,14.194,,21,A012,"South Asian Peoples",475,A012,"South Asia Tribal - other",2,4,"Asia, South",ASI,Asia,Y,Y,,N,23.214574955797,91.988459274952
BG,Bangladesh,16541,111726,"Buna (Hindu traditions)","Buna (Hindu traditions)",99000,1,Y,ben,Bengali,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - other",2,4,"Asia, South",ASI,Asia,Y,Y,2,Y,24.287839,89.909928
BG,Bangladesh,11029,101776,Burmese,Burmese,83000,1,Y,mya,Burmese,5,2,Buddhism,0.086,,23,A014,"Tibetan-Himalayan Peoples",154,C0058,Burmese,18,4,"Asia, South",ASI,Asia,Y,N,2,Y,21.440584679912,92.17228402045
BG,Bangladesh,16564,111755,Chain,Chain,25000,1,Y,ben,Bengali,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - other",2,4,"Asia, South",ASI,Asia,Y,Y,1,Y,25.116893271915,89.052889861109
BG,Bangladesh,11291,101968,Chak,Chak,6600,1,Y,ckh,Chak,2,2,Buddhism,0.352,,21,A012,"South Asian Peoples",402,A012,"South Asia Buddhist",2,4,"Asia, South",ASI,Asia,Y,Y,1,N,21.742389,92.380151
BG,Bangladesh,11293,101976,Chakma,Chakma,539000,2,N,ccp,Chakma,5,2,Buddhism,7.466,,21,A012,"South Asian Peoples",475,A012,"South Asia Tribal - other",3,4,"Asia, South",ASI,Asia,Y,Y,,N,22.866599673467,92.328056774198
BG,Bangladesh,16561,111752,"Chamar (Hindu traditions)","Chamar (Hindu traditions)",78000,1,Y,ben,Bengali,5,5,Hinduism,2.078,,21,A012,"South Asian Peoples",412,A012,"South Asia Dalit - other",4,4,"Asia, South",ASI,Asia,Y,Y,2,N,24.329866705862,90.770730204508
BG,Bangladesh,16577,111770,Chasadhobi,Chasadhobi,9600,1,Y,ben,Bengali,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - other",2,4,"Asia, South",ASI,Asia,Y,Y,1,Y,25.127155281841,88.789524200501
BG,Bangladesh,16583,111778,Chero,Chero,9200,1,Y,syl,Sylheti,4,5,Hinduism,0.949,,21,A012,"South Asian Peoples",475,A012,"South Asia Tribal - other",2,4,"Asia, South",ASI,Asia,Y,Y,1,N,24.975251530468,91.39296985703
BG,Bangladesh,16552,111742,"Chik Baraik","Chik Baraik",8700,1,Y,syl,Sylheti,4,5,Hinduism,1.466,,21,A012,"South Asian Peoples",475,A012,"South Asia Tribal - other",2,4,"Asia, South",ASI,Asia,Y,Y,1,N,25.099077,91.752626
BG,Bangladesh,16961,112266,Christian,Christian,308000,3,N,ben,Bengali,5,1,Christianity,100.000,,21,A012,"South Asian Peoples",404,A012,"South Asia Christian",4,4,"Asia, South",ASI,Asia,Y,Y,,N,22.587671,92.371825
BG,Bangladesh,19069,114884,"Dai (Hindu traditions)","Dai (Hindu traditions)",9900,1,Y,ben,Bengali,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - other",1,4,"Asia, South",ASI,Asia,Y,Y,1,Y,22.809865945222,89.896822833619
BG,Bangladesh,16659,111872,"Dai (Muslim traditions)","Dai (Muslim traditions)",87000,1,Y,ben,Bengali,5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",462,A012,"South Asia Muslim - other",2,4,"Asia, South",ASI,Asia,Y,Y,2,Y,24.612936,90.554495
BG,Bangladesh,16663,111877,Dalu,Dalu,11000,1,Y,ben,Bengali,5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",462,A012,"South Asia Muslim - other",2,4,"Asia, South",ASI,Asia,Y,Y,1,Y,25.541332,89.067688
BG,Bangladesh,17513,112930,"Darzi (Muslim traditions)","Darzi (Muslim traditions)",35000,1,Y,ben,Bengali,5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",462,A012,"South Asia Muslim - other",4,4,"Asia, South",ASI,Asia,Y,Y,1,Y,23.228361699971,89.317182529414
BG,Bangladesh,19007,114916,Deaf,Deaf,1309000,1,Y,wbs,"West Bengal Sign Language",0,6,Islam,0.660,,26,A017,Deaf,328,C0252,Deaf,216,4,"Asia, South",ASI,Asia,Y,Y,26,N,24.338582232421,90.778134834909
BG,Bangladesh,16696,111925,Dhanuk,Dhanuk,3700,1,Y,ben,Bengali,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - other",3,4,"Asia, South",ASI,Asia,Y,Y,1,Y,25.83093,88.848867
BG,Bangladesh,16709,111944,"Dhobi (Hindu traditions)","Dhobi (Hindu traditions)",156000,1,Y,ben,Bengali,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",442,A012,"South Asia Hindu - other",5,4,"Asia, South",ASI,Asia,Y,Y,3,Y,22.990127098455,91.269428992088
BG,Bangladesh,17519,112937,"Dhobi (Muslim traditions)","Dhobi (Muslim traditions)",40000,1,Y,ben,Bengali,5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",462,A012,"South Asia Muslim - other",4,4,"Asia, South",ASI,Asia,Y,Y,1,Y,25.093590190441,89.256086383363
BG,Bangladesh,17520,112938,"Dholi (Muslim traditions)","Dholi (Muslim traditions)",63000,1,Y,syl,Sylheti,4,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",462,A012,"South Asia Muslim - other",2,4,"Asia, South",ASI,Asia,Y,Y,1,Y,25.080644746557,92.120610358111
BG,Bangladesh,16727,111968,Doai,Doai,3000,1,Y,ben,Bengali,5,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",412,A012,"South Asia Dalit - other",2,4,"Asia, South",ASI,Asia,Y,Y,1,Y,25.683771627518,89.471353100964
BG,Bangladesh,16734,111977,"Dom (Hindu traditions)","Dom (Hindu traditions)",30000,1,Y,ctg,Chittagonian,4,5,Hinduism,0.000,0.000,21,A012,"South Asian Peoples",412,A012,"South Asia Dalit - other",4,4,"Asia, South",ASI,Asia,Y,Y,1,Y,22.738880511152,92.002235688119
